Condition,Trial,Stim_place,Stimuli_file,Condition_1.thisRepN,Condition_1.thisTrialN,Condition_1.thisN,Condition_1.thisIndex,Second_Condition.thisRepN,Second_Condition.thisTrialN,Second_Condition.thisN,Second_Condition.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_3.started,text_3.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_2.rt,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Still,no-go,"(0, 0)",grey_square.png,0,30,30,20,,,,,,,,,,,139.77423650003038,140.773945099907,141.27425440005027,141.5243546999991,None,141.27425440005027,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Still,go,"(0, 0)",grey_circle.png,0,31,31,6,,,,,,,,,,,143.257751399884,144.25700089987367,144.75747060007416,145.0074622000102,space,144.75747060007416,142.7744799000211,0.32797930017113686,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
,,,,,,,,,,,,,,,,,,,,,,,,,,145.1086106998846,None,y,5.928547099931166,145.1086106998846,None,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,0,0,5,,,,,,,151.55749180004932,152.55756670003757,153.05749100004323,153.30753630003892,space,153.05749100004323,None,0.5880070000421256,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,1,1,10,,,,,,,154.17420729994774,155.17415249999613,155.67439280007966,155.92427590000443,space,155.67439280007966,None,0.4030709001235664,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,2,2,30,,,,,,,156.60751000000164,157.60724609997123,158.10761009994894,158.35749369999394,None,158.10761009994894,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,3,3,24,,,,,,,160.09100740007125,161.09044299996458,161.59106809995137,161.84096059994772,None,161.59106809995137,159.60791300004348,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,4,4,11,,,,,,,163.57435730006546,164.57432470005006,165.07428429997526,165.32425899989903,space,165.07428429997526,163.09107309998944,0.6190427001565695,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,5,5,20,,,,,,,166.2243115999736,167.22433959995396,167.72431349987164,167.97429640009068,None,167.72431349987164,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,6,6,16,,,,,,,169.7074800999835,170.7070724000223,171.2075314000249,171.45752579998225,None,171.2075314000249,169.22459120000713,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,7,7,3,,,,,,,173.1909862998873,174.19098949991167,174.69091599993408,174.9410860000644,space,174.69091599993408,172.70791370002553,0.522544400068,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,8,8,8,,,,,,,175.74102060007863,176.7405796998646,177.2409997000359,177.49103879998438,space,177.2409997000359,None,0.4523390999529511,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,9,9,29,,,,,,,178.2243846000638,179.22380000003614,179.72437980002724,179.97434969991446,None,179.72437980002724,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,10,10,6,,,,,,,181.70763699989766,182.70728289987892,183.2076081999112,183.45758479996584,space,183.2076081999112,181.22451919992454,0.42230440001003444,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,11,11,25,,,,,,,184.157567899907,185.15756760002114,185.6575605000835,185.90753229986876,None,185.6575605000835,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,12,12,23,,,,,,,187.64093560003676,188.64018779993057,189.14113219990395,189.39108900004067,None,189.14113219990395,187.15796189988032,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,13,13,14,,,,,,,191.12448449991643,192.12411789991893,192.62438639998436,192.874368699966,space,192.62438639998436,190.6412901999429,0.3654966999311,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,14,14,18,,,,,,,193.50764319999143,194.50718279997818,195.0073998000007,195.25756779988296,space,195.0073998000007,None,0.4461550998967141,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,15,15,22,,,,,,,195.9743715999648,196.97371999989264,197.47441979986615,197.7240319000557,None,197.47441979986615,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,16,16,28,,,,,,,199.4575690999627,200.45706270006485,200.95760459988378,201.2075505000539,None,200.95760459988378,198.97463879990391,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,17,17,7,,,,,,,202.94099780009128,203.94101030007005,204.44113099994138,204.69102629995905,space,204.44113099994138,202.45713829994202,0.4204337999690324,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, 0.4)",grey_square.png,,,,,0,18,18,21,,,,,,,205.3910191000905,206.39099039998837,206.89095299993642,207.14114359999076,None,206.89095299993642,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,19,19,12,,,,,,,208.87444510008208,209.8744586999528,210.3744290000759,210.62436940008774,space,210.3744290000759,208.39133120002225,0.423047199845314,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,20,20,15,,,,,,,211.32359789987095,212.32399250008166,212.8244163999334,213.07454030006193,space,212.8244163999334,None,0.405158800072968,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,21,21,26,,,,,,,213.7576900999993,214.75764039997011,215.25768589996733,215.5076504999306,None,215.25768589996733,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, -0.4)",grey_circle.png,,,,,0,22,22,13,,,,,,,217.24110749992542,218.24092060001567,218.74115230003372,218.9910637999419,space,218.74115230003372,216.75802180008031,0.3604647000320256,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,23,23,2,,,,,,,219.62443139986135,220.62393580004573,221.12449040007778,221.3744590000715,space,221.12449040007778,None,0.39300199993886054,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,24,24,19,,,,,,,222.04116969997995,223.0410955999978,223.54115949990228,223.79112090007402,None,223.54115949990228,None,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, 0.4)",grey_square.png,,,,,0,25,25,27,,,,,,,225.52458359999582,226.52419389993884,227.02445110003464,227.27451519994065,None,227.02445110003464,225.04132830002345,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(0.8, -0.4)",grey_square.png,,,,,0,26,26,31,,,,,,,229.00767419999465,230.0073810000904,230.50807059998624,230.75728109991178,None,230.50807059998624,228.5246987999417,,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,27,27,1,,,,,,,232.4905936999712,233.49047850002535,233.9909623998683,234.24105930002406,space,233.9909623998683,232.00800259993412,0.5825571999885142,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(0.8, 0.4)",grey_circle.png,,,,,0,28,28,9,,,,,,,235.09118300001137,236.0912053999491,236.59121529990807,236.84122260008007,space,236.59121529990807,None,0.4461689998861402,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, 0.4)",grey_circle.png,,,,,0,29,29,4,,,,,,,237.55769039993174,238.5572450000327,239.05770540004596,239.30770489992574,space,239.05770540004596,None,0.3959105000831187,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,no-go,"(-0.8, -0.4)",grey_square.png,,,,,0,30,30,17,,,,,,,239.9744873000309,240.9739588999655,241.47451459988952,241.72429739986546,space,241.47451459988952,None,0.33161149988882244,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
Move,go,"(-0.8, -0.4)",grey_circle.png,,,,,0,31,31,0,,,,,,,242.32445359998383,243.32409209990874,243.82479089987464,244.0745004999917,space,243.82479089987464,None,0.41256879991851747,,,,,,,T5,001,2021_Dec_01_1456,Circle_SDT,2021.2.3,60.10269138682832,
